iter	Logloss
162	0.1713668604
163	0.171156853
164	0.1708115537
165	0.1706751481
166	0.1704327525
167	0.1701768369
168	0.1700257227
169	0.1697845887
170	0.1696059942
171	0.1692312329
172	0.1689387813
173	0.1686471483
174	0.1683787796
175	0.1682355845
176	0.1680194797
177	0.1677854024
178	0.1675172258
179	0.1672474579
180	0.1670196526
181	0.1667125506
182	0.16646613
183	0.1662731421
184	0.166053487
185	0.1657164631
186	0.1654348688
187	0.1651757747
188	0.1650378865
189	0.1648744839
190	0.1646649606
191	0.164462827
192	0.1641903963
193	0.163954875
194	0.1636900515
195	0.1635132021
196	0.1631870436
197	0.1629199459
198	0.1627831465
199	0.1626158864
200	0.1623903123
201	0.162202486
202	0.1619861082
203	0.1617289766
204	0.1615372
205	0.1613031864
206	0.1611497655
207	0.1606887527
208	0.1605385717
209	0.1603550611
210	0.1601013207
211	0.159882601
212	0.1597051119
213	0.1595293021
214	0.1593255116
215	0.1590253676
216	0.1586207659
217	0.1583411043
218	0.1579408548
219	0.1576657384
220	0.1574482833
221	0.1571977488
222	0.1570752421
223	0.1569364406
224	0.1566908447
225	0.1564503475
226	0.1563320835
227	0.1560381391
228	0.1558522095
229	0.1556253372
230	0.1553891178
231	0.1551874176
232	0.155005793
233	0.1548084801
234	0.1545740263
235	0.1543788052
236	0.1541508778
237	0.1539477794
238	0.1537986582
239	0.1536332843
240	0.1534985212
241	0.1532137251
242	0.1529934738
243	0.1527535254
244	0.1525571782
245	0.152413296
246	0.1521826544
247	0.15175856
248	0.151463434
249	0.1512657558
250	0.1511189994
251	0.1509840793
252	0.150783895
253	0.150525506
254	0.1503093278
255	0.1501726553
256	0.1500529654
257	0.1498073783
258	0.149621306
259	0.1491447292
260	0.1489131698
261	0.1487038053
262	0.1484532131
263	0.1481940949
264	0.1480663196
265	0.1478510942
266	0.1475657703
267	0.1472952006
268	0.1471047768
269	0.1470396729
270	0.1468814042
271	0.1465848115
272	0.1463762903
273	0.1462656844
274	0.1461272485
275	0.1458150518
276	0.145590284
277	0.1454614727
278	0.1453583744
279	0.1452833738
280	0.1450818742
281	0.1448656351
282	0.1445633815
283	0.14445637
284	0.1443420637
285	0.1441070624
286	0.1437771034
287	0.1434795718
288	0.143336231
289	0.1431355462
290	0.1426811246
291	0.1425102692
292	0.1423358205
293	0.1422292064
294	0.1420675458
295	0.1418850418
296	0.1416276852
297	0.1414940278
298	0.1413536774
299	0.1411487858
300	0.141001207
301	0.1408542639
302	0.1407274516
303	0.1405287355
304	0.1403633435
305	0.1401683719
306	0.1399590255
307	0.1398424214
308	0.1396364781
309	0.1395145793
310	0.1394024152
311	0.1391981548
312	0.1390170029
313	0.1388524669
314	0.1386255785
315	0.1383983206
316	0.1382364046
317	0.1380178815
318	0.1377623134
319	0.1375350797
320	0.1372797517
321	0.1370700251
322	0.1368841727
323	0.1367739189
324	0.1365894395
325	0.1363820844
326	0.136151734
327	0.1359600952
328	0.1358414843
329	0.1356356986
330	0.1354432365
331	0.1352373446
332	0.1351252635
333	0.1350468443
334	0.1348628638
335	0.1346710737
336	0.1345173388
337	0.1344645968
338	0.1342795669
339	0.1340246548
340	0.1338248835
341	0.1335740936
342	0.1334239306
343	0.13324355
344	0.1330140235
345	0.1327894576
346	0.132479727
347	0.1323923308
348	0.1322834128
349	0.1321334679
350	0.1319923337
351	0.1318057036
352	0.1317048533
353	0.1315887256
354	0.1313554982
355	0.131287839
356	0.1310749265
357	0.1308967647
358	0.1307419943
359	0.1305986553
360	0.1303857668
361	0.1302208649
362	0.1300605658
363	0.1298211649
364	0.1296144275
365	0.1294602546
366	0.1292655042
367	0.1290655355
368	0.1287873673
369	0.1286281435
370	0.1284959956
371	0.1284156984
372	0.1282463242
373	0.1280531349
374	0.1277754851
375	0.1275818681
376	0.1273275114
377	0.1271656153
378	0.1270315984
379	0.1268597205
380	0.1266904449
381	0.1264769158
382	0.126307673
383	0.1261680494
384	0.126066479
385	0.1259175345
386	0.1257826298
387	0.1256688522
388	0.1255329161
389	0.1253218908
390	0.1251662464
391	0.1249913906
392	0.1248240728
393	0.1246010708
394	0.1244411587
395	0.1242586599
396	0.124080425
397	0.1239015815
398	0.1237873103
399	0.1236189769
400	0.1234716642
401	0.1233273398
402	0.1231862071
403	0.1230761357
404	0.1228615718
405	0.1227218115
406	0.1226255157
407	0.12245711
408	0.1223274578
409	0.1221541403
410	0.1219537618
411	0.1217874882
412	0.1216423149
413	0.1214722607
414	0.1212914734
415	0.1211847542
416	0.1211401247
417	0.1210384921
418	0.1208531083
419	0.1207356884
420	0.1206331131
421	0.1205321172
422	0.1203802396
423	0.1202215626
424	0.1201239746
425	0.1199534417
426	0.1198173727
427	0.1195783201
428	0.1194982118
429	0.1193116106
430	0.1191730878
431	0.1190439541
432	0.118851159
433	0.1187623612
434	0.1187102946
435	0.1186327254
436	0.1184108578
437	0.1181958444
438	0.1180825898
439	0.1180284181
440	0.1178460735
441	0.1177451371
442	0.1175667477
443	0.1173648506
444	0.1172338383
445	0.1171552196
446	0.1170162803
447	0.1169110218
448	0.1167084139
449	0.11646678
450	0.1162817902
451	0.1161179219
452	0.1159231708
453	0.1157281467
454	0.1155840944
455	0.1154187441
456	0.1152176732
457	0.1149272321
458	0.1147031875
459	0.1145356694
460	0.1143053086
461	0.1141556007
462	0.1140178775
463	0.1138118671
464	0.1136571371
465	0.1135831142
466	0.113476504
467	0.1132904582
468	0.1132063084
469	0.1130712205
470	0.1129300762
471	0.1128478854
472	0.1127481288
473	0.1125935953
474	0.1124482722
475	0.1123456745
476	0.1122189663
477	0.1121509202
478	0.1117339284
479	0.1115767365
480	0.1113959651
481	0.1112829466
482	0.111035212
483	0.1109330399
484	0.1107924817
485	0.1106003388
486	0.1105152655
487	0.1103704218
488	0.110200982
489	0.1100147797
490	0.1098842642
491	0.1097299881
492	0.1096405626
493	0.109462614
494	0.1093383196
495	0.1091972635
496	0.1090065673
497	0.1089121057
498	0.1087076468
499	0.1085003676
500	0.1083239024
501	0.1081829845
502	0.1081160248
503	0.1080424502
504	0.1079249841
505	0.1077248638
506	0.1076288142
507	0.1075052352
508	0.1073995141
509	0.1072985342
510	0.107138992
511	0.1070408962
512	0.106764524
513	0.106657638
514	0.106516299
515	0.1063062587
516	0.1061375501
517	0.1059593081
518	0.1058485518
519	0.1056721174
520	0.1055010025
521	0.1054577466
522	0.1052756989
523	0.1051706926
524	0.1050539049
525	0.1046327998
526	0.104460436
527	0.103900455
528	0.1035927571
529	0.1035183236
530	0.1034185105
531	0.103370397
532	0.1032739397
533	0.1031779028
534	0.1029802673
535	0.1029115894
536	0.1028448732
537	0.1027624726
538	0.1026897608
539	0.1024793344
540	0.1023902737
541	0.1022587548
542	0.1021897842
543	0.1019800284
544	0.1015379709
545	0.1014317692
546	0.1013631822
547	0.1012400082
548	0.1011615531
549	0.1010839317
550	0.1007678414
551	0.1005270719
552	0.1003679398
553	0.1003015524
554	0.1002206686
555	0.1001241478
556	0.1000127804
557	0.09988475614
558	0.09966355506
559	0.0995502071
560	0.09950358123
561	0.09942670001
562	0.09936469141
563	0.09919889669
564	0.09907437356
565	0.09885249601
566	0.09872961905
567	0.09858053493
568	0.09850078369
569	0.09835310066
570	0.09827212977
571	0.09815334037
572	0.09806338237
573	0.09795452209
574	0.09791624921
575	0.09780886583
576	0.09770171459
577	0.09760604793
578	0.09746268837
579	0.09734083335
580	0.09725069588
581	0.0971030448
582	0.09698339301
583	0.09689511933
584	0.09674194095
585	0.09662465361
586	0.09648089827
587	0.09632660901
588	0.09624915192
589	0.09610626354
590	0.09602023112
591	0.09586534449
592	0.09575144125
593	0.09572698783
594	0.09546369312
595	0.09530226221
596	0.09518896843
597	0.09497893863
598	0.09486315772
599	0.0946846411
600	0.09438782251
601	0.09427658908
602	0.0942066416
603	0.09418532816
604	0.0940443128
605	0.09391820828
606	0.093768623
607	0.09352032395
608	0.09348669602
609	0.09341202902
610	0.0933050437
611	0.09325687005
612	0.09310835677
613	0.09292093774
614	0.09288887443
615	0.09270939092
616	0.09263211596
617	0.0924989712
618	0.0923372085
619	0.09204616091
620	0.0919243567
621	0.09187291076
622	0.09177336513
623	0.09171038179
624	0.09159227545
625	0.09137107434
626	0.09134181153
627	0.09122894787
628	0.09115911441
629	0.09108282893
630	0.09099795435
631	0.09094185595
632	0.0908475347
633	0.09071237593
634	0.09062844826
635	0.09058117024
636	0.09046988025
637	0.09042810508
638	0.09025959837
639	0.09010609708
640	0.08997163218
641	0.08990389573
642	0.08984058747
643	0.08970699991
644	0.08962758182
645	0.08951262246
646	0.08944888934
647	0.08935785476
648	0.08931651486
649	0.08902479776
650	0.08892475361
651	0.08886256051
652	0.08862242478
653	0.08850797889
654	0.08847922077
655	0.08834736145
656	0.08822745607
657	0.08812464451
658	0.08804658013
659	0.08794682541
660	0.08787942895
661	0.08780894228
662	0.08747159264
663	0.08736745647
664	0.0873401291
665	0.08721961787
666	0.08709442085
667	0.0870580835
668	0.08694669715
669	0.08680874145
670	0.08669391822
671	0.08664282686
672	0.0865056187
673	0.08638529839
674	0.0861887456
675	0.08612687802
676	0.08599290772
677	0.08582984322
678	0.08577745328
679	0.08575743578
680	0.08571292067
681	0.08568504202
682	0.08558553513
683	0.08531366494
684	0.08525783155
685	0.08523289042
686	0.08517410317
687	0.08515163512
688	0.08506324665
689	0.0850222066
690	0.08473968333
691	0.08461289354
692	0.08433217095
693	0.08417904337
694	0.08410010023
695	0.08404563148
696	0.08400516605
697	0.08396992728
698	0.08392910285
699	0.08374441757
700	0.08367587832
701	0.0835442076
702	0.08325402825
703	0.08316009079
704	0.08306492338
705	0.08272878803
706	0.0825400619
707	0.08248240424
708	0.08243426441
709	0.08240937519
710	0.08224800204
711	0.08220577544
712	0.08209029519
713	0.08196266086
714	0.08193867125
715	0.08167858245
716	0.08160298786
717	0.08158108347
718	0.08144850673
719	0.08141298558
720	0.08138143786
721	0.08135450407
722	0.08131097377
723	0.08128364297
724	0.08118270182
725	0.08111232536
726	0.08108577901
727	0.08104215396
728	0.08093684905
729	0.08089744071
730	0.08080073347
731	0.08076925074
732	0.08064231665
733	0.08036701625
734	0.08033947944
735	0.08031032723
736	0.08021175255
737	0.08009421372
738	0.08006255054
739	0.07997866017
740	0.07989860238
741	0.07986504404
742	0.07975398741
743	0.07968396066
744	0.07964365171
745	0.07958970261
746	0.07949489712
747	0.07946706906
748	0.07940985827
749	0.0793598831
750	0.0792568404
751	0.07914108505
752	0.07906617055
753	0.07898973709
754	0.07893928189
755	0.07876792429
756	0.07873275674
757	0.07866082705
758	0.07856252416
759	0.07844350147
760	0.07833675081
761	0.0782630281
762	0.0780775936
763	0.07802411907
764	0.07792620037
765	0.07778062828
766	0.07766050433
767	0.07755163444
768	0.07744395564
769	0.07739227656
770	0.07736690834
771	0.07722155801
772	0.0771222577
773	0.07710048178
774	0.07703083549
775	0.07696758374
776	0.07685639643
777	0.0767341063
778	0.0766585006
779	0.07653860401
780	0.07644309554
781	0.07633047481
782	0.07622581288
783	0.07610132849
784	0.07602315353
785	0.0759298467
786	0.07585749832
787	0.07576852695
788	0.07565956112
789	0.07554402818
790	0.07545221912
791	0.07535179653
792	0.0752449936
793	0.07500435561
794	0.07498259626
795	0.07496064402
796	0.07493584773
797	0.07481093154
798	0.07478397581
799	0.07464643617
800	0.07448147906
801	0.07422949534
802	0.07405328108
803	0.07399258312
804	0.0739091317
805	0.07379623535
806	0.07369833367
807	0.07359699376
808	0.07343403809
809	0.07326901128
810	0.0732339119
811	0.07312639344
812	0.07308311783
813	0.07300948074
814	0.07287042193
815	0.07280968006
816	0.07269805732
817	0.07263718568
818	0.07253199061
819	0.0724201839
820	0.07237694538
821	0.07224630073
822	0.07222800994
823	0.07220559673
824	0.07219484247
825	0.07205375322
826	0.07201904573
827	0.07188750862
828	0.07181750906
829	0.07178980713
830	0.07173822874
831	0.07165208966
832	0.07163355859
833	0.07160736325
834	0.07153521699
835	0.07143424948
836	0.07142037843
837	0.07118529548
838	0.07116104446
839	0.07111922993
840	0.07101391982
841	0.07099012731
842	0.07080665945
843	0.07070049429
844	0.07059491924
845	0.07047771427
846	0.07038059881
847	0.07035664553
848	0.07026278552
849	0.07023843884
850	0.07021418878
851	0.07010589
852	0.0700834068
853	0.06996993196
854	0.06993214644
855	0.06983625283
856	0.06969951403
857	0.06968635112
858	0.06955442376
859	0.06951333452
860	0.06939713761
861	0.06931416526
862	0.06922276721
863	0.0691651742
864	0.06914919962
865	0.06905962807
866	0.06903214465
867	0.06887898696
868	0.06886626121
869	0.06884348789
870	0.06868207346
871	0.06858378866
872	0.06851387686
873	0.06843501326
874	0.06834365618
875	0.06822396336
876	0.06818814989
877	0.06808696607
878	0.06800321236
879	0.06789359711
880	0.06777095176
881	0.0676294209
882	0.06741229208
883	0.06732286518
884	0.06724123766
885	0.06722216606
886	0.06721171437
887	0.06718899529
888	0.06708185414
889	0.06696419935
890	0.06685535006
891	0.06678169114
892	0.06670294044
893	0.06660186297
894	0.06651353893
895	0.06639265471
896	0.06630184057
897	0.06620445371
898	0.06608971293
899	0.06606134327
900	0.06604375951
901	0.06593411966
902	0.06588363797
903	0.06576673627
904	0.06575390375
905	0.06571088527
906	0.0656027613
907	0.06549441008
908	0.06525698879
909	0.06522479936
910	0.06516812917
911	0.06506325158
912	0.06504409722
913	0.06502312003
914	0.06499226751
915	0.06488868721
916	0.06474713977
917	0.06463329627
918	0.06444354339
919	0.06435777716
920	0.06434678952
921	0.06423511465
922	0.06412077452
923	0.06409738576
924	0.06407747244
925	0.06388446311
926	0.06385765237
927	0.06384765776
928	0.06376008323
929	0.06366691018
930	0.06358448974
931	0.06356471685
932	0.06354623964
933	0.06345363825
934	0.06343955473
935	0.06334523206
936	0.06327112018
937	0.06325982752
938	0.06317427415
939	0.06309146312
940	0.06300164772
941	0.06293422309
942	0.0629100556
943	0.06286568268
944	0.06284019714
945	0.06266279447
946	0.06254390718
947	0.06249034788
948	0.06242097392
949	0.06233051432
950	0.06224825613
951	0.06212483606
952	0.06208556847
953	0.06193673143
954	0.06184513756
955	0.06180986464
956	0.06178441605
957	0.06172480753
958	0.06158796552
959	0.06153062764
960	0.06144856254
961	0.06138601233
962	0.06133287784
963	0.06131468401
964	0.06128307433
965	0.06122642196
966	0.06121016903
967	0.06119243116
968	0.06113057677
969	0.06104384675
970	0.06097482328
971	0.06089772646
972	0.06082166966
973	0.060576117
974	0.06050519427
975	0.06046480835
976	0.0603823081
977	0.06035385904
978	0.06021812854
979	0.06016656996
980	0.06004192665
981	0.05992637157
982	0.05987975523
983	0.05981498488
984	0.05976100578
985	0.05968866014
986	0.05962533981
987	0.05953199054
988	0.05948701266
989	0.05943211402
990	0.05935651151
991	0.05931166297
992	0.05924874595
993	0.05904630725
994	0.05903737499
995	0.05898431696
996	0.05890655133
997	0.05872963
998	0.0587155526
999	0.05864976924
